SKU,Name,Category,Brand,Seller,Color,Balance,Balance FBS,Comments,Final price,Max price,Min price,Average price,Sales,Revenue,Revenue potential,Revenue average,Lost profit,Lost profit percent,URL,Thumb,Days in stock,Days with sales,Average if in stock,Rating,Basic Sale,Basic Sale Price,Promo Sale,Base price,SPP,SPP Price,FBS,Subject ID,Category Position,Categories Last Count,Sales Per Day Average,Country,Gender,First Date,First Comment Date,Pics Count,Has 3D,Hax Video,Comments Valuation,Card Rating,Subject,Purchase,Purchase After Return,13.02.2023 Sales,14.02.2023 Sales,15.02.2023 Sales,16.02.2023 Sales,17.02.2023 Sales,18.02.2023 Sales,19.02.2023 Sales,20.02.2023 Sales,21.02.2023 Sales,22.02.2023 Sales,23.02.2023 Sales,24.02.2023 Sales,25.02.2023 Sales,26.02.2023 Sales,27.02.2023 Sales,28.02.2023 Sales,01.03.2023 Sales,02.03.2023 Sales,03.03.2023 Sales,04.03.2023 Sales,05.03.2023 Sales,06.03.2023 Sales,07.03.2023 Sales,08.03.2023 Sales,09.03.2023 Sales,10.03.2023 Sales,11.03.2023 Sales,12.03.2023 Sales,13.03.2023 Sales,14.03.2023 Sales,13.02.2023 Revenue,14.02.2023 Revenue,15.02.2023 Revenue,16.02.2023 Revenue,17.02.2023 Revenue,18.02.2023 Revenue,19.02.2023 Revenue,20.02.2023 Revenue,21.02.2023 Revenue,22.02.2023 Revenue,23.02.2023 Revenue,24.02.2023 Revenue,25.02.2023 Revenue,26.02.2023 Revenue,27.02.2023 Revenue,28.02.2023 Revenue,01.03.2023 Revenue,02.03.2023 Revenue,03.03.2023 Revenue,04.03.2023 Revenue,05.03.2023 Revenue,06.03.2023 Revenue,07.03.2023 Revenue,08.03.2023 Revenue,09.03.2023 Revenue,10.03.2023 Revenue,11.03.2023 Revenue,12.03.2023 Revenue,13.03.2023 Revenue,14.03.2023 Revenue,13.02.2023 Stocks,14.02.2023 Stocks,15.02.2023 Stocks,16.02.2023 Stocks,17.02.2023 Stocks,18.02.2023 Stocks,19.02.2023 Stocks,20.02.2023 Stocks,21.02.2023 Stocks,22.02.2023 Stocks,23.02.2023 Stocks,24.02.2023 Stocks,25.02.2023 Stocks,26.02.2023 Stocks,27.02.2023 Stocks,28.02.2023 Stocks,01.03.2023 Stocks,02.03.2023 Stocks,03.03.2023 Stocks,04.03.2023 Stocks,05.03.2023 Stocks,06.03.2023 Stocks,07.03.2023 Stocks,08.03.2023 Stocks,09.03.2023 Stocks,10.03.2023 Stocks,11.03.2023 Stocks,12.03.2023 Stocks,13.03.2023 Stocks,14.03.2023 Stocks
36930918,Слитный купальник женский утягивающий,Женщинам/Пляжная мода/Купальники/Слитный купальник,Incanto,ООО Альфа Текстайлз,бирюзовый,324,0,268,6577,6665,6398,6543.7925,265,1734105,1734105,"57803,5",0,0,https://www.wildberries.ru/catalog/36930918/detail.aspx,https://basket-03.wb.ru/vol369/part36930/36930918/images/c246x328/1.jpg,30,30,"8,8333",5,0,6577,0,6577,24,4998,1,90,42,2,"8,8333",Китай,Женский,1970-01-01,2019-10-18,5,0,0,"4,5",80,Белье / Слитный купальник,46,41,9,4,4,9,8,2,9,8,4,11,12,7,4,18,11,10,7,8,13,7,13,11,8,8,13,10,16,8,9,4,59985,26660,26660,59985,53320,13330,59985,52616,26308,72347,78924,46039,26308,118386,72347,65770,44786,51184,83174,44786,83174,70378,51184,51184,83174,66650,106640,53320,59193,26308,26,23,25,20,15,17,10,147,145,136,124,122,199,188,180,181,180,181,178,182,288,284,278,275,266,259,247,243,241,324
9165486,Слитный купальник женский утягивающий,Женщинам/Пляжная мода/Купальники/Слитный купальник,Incanto,ООО Альфа Текстайлз,черный,473,3,268,6577,6665,6577,6632.6322,261,1731117,1731117,"57703,9",0,0,https://www.wildberries.ru/catalog/9165486/detail.aspx,https://basket-01.wb.ru/vol91/part9165/9165486/images/c246x328/1.jpg,30,30,"8,7",5,0,6577,0,6577,24,4998,1,90,62,2,"8,7",Китай,Женский,2020-01-25,2019-10-18,5,0,0,"4,5",80,Белье / Слитный купальник,46,41,14,6,4,18,7,8,9,8,5,13,8,18,14,7,13,1,7,8,9,5,9,9,4,13,17,6,4,8,3,6,93310,39990,26660,119970,46655,53320,59985,52616,32885,85501,52616,118386,92078,46039,85501,6577,46655,53320,59985,33325,59985,59985,26660,86645,113305,39990,26660,53320,19731,39462,417,419,425,413,414,410,409,465,468,468,466,454,442,437,427,435,434,431,431,445,469,467,477,468,454,451,453,453,462,473
15873724,Купальник раздельный женский,Женщинам/Пляжная мода/Купальники/Раздельный купальник,MIYAMI,ИП Соломянников Дмитрий Евгеньевич,"белый,бело-зеленый",321,0,733,2698,2698,2698,2698.0,640,1726720,1726720,"57557,3333",0,0,https://www.wildberries.ru/catalog/15873724/detail.aspx,https://basket-02.wb.ru/vol158/part15873/15873724/images/c246x328/1.jpg,30,30,"21,3333",5,82,2698,0,14994,23,2078,1,89,15,2,"21,3333",Россия,Женский,2020-10-22,2020-11-25,3,0,0,"4,6",93,Белье / Раздельный купальник,42,38,22,16,20,14,12,16,16,14,22,18,25,12,29,53,24,16,18,21,20,27,39,17,7,33,30,27,17,18,14,23,59356,43168,53960,37772,32376,43168,43168,37772,59356,48564,67450,32376,78242,142994,64752,43168,48564,56658,53960,72846,105222,45866,18886,89034,80940,72846,45866,48564,37772,62054,377,365,355,350,453,438,422,409,395,378,356,519,610,561,536,523,514,501,490,469,431,425,418,393,373,345,343,334,330,321
44721046,Слитный Купальник,Женщинам/Пляжная мода/Купальники/Слитный купальник,BY TATYANA DMITRIYEVA,ИП Дмитриева,черный,527,1,1250,3000,3000,3000,3000.0,565,1695000,1695000,56500,0,0,https://www.wildberries.ru/catalog/44721046/detail.aspx,https://basket-04.wb.ru/vol447/part44721/44721046/images/c246x328/1.jpg,30,30,"18,8333",5,40,3000,0,5000,24,2280,1,90,45,2,"18,8333",Россия,Женский,2021-11-02,2021-11-16,5,0,1,"4,5",83,Белье / Слитный купальник,46,41,31,27,32,31,13,17,25,11,24,13,16,22,21,21,11,25,25,19,21,13,23,16,6,10,17,10,23,10,17,15,93000,81000,96000,93000,39000,51000,75000,33000,72000,39000,48000,66000,63000,63000,33000,75000,75000,57000,63000,39000,69000,48000,18000,30000,51000,30000,69000,30000,51000,45000,602,586,556,530,527,513,496,488,471,464,455,438,421,408,562,546,533,524,506,508,495,562,560,558,547,553,534,542,535,527
79708673,Купальник женский раздельный бикини,Женщинам/Пляжная мода/Купальники/Раздельный купальник,Semer_Store,ИП Семернина Д С,черный,165,0,492,2150,3500,2150,2515.3274,672,1690300,1690300,"56343,3333",0,0,https://www.wildberries.ru/catalog/79708673/detail.aspx,https://basket-05.wb.ru/vol797/part79708/79708673/images/c246x328/1.jpg,30,30,"22,4",4,57,2150,0,5000,23,1655,1,89,92,1,"22,4",Китай,Женский,2022-05-13,2022-05-21,4,0,1,"4,3",80,Белье / Раздельный купальник,42,38,34,23,28,20,13,15,17,16,15,24,10,8,12,8,5,11,9,10,12,7,24,36,27,24,33,27,44,68,62,30,83300,56350,68600,49000,31850,36750,41650,39200,36750,58800,30000,28000,42000,28000,17500,38500,31500,35000,42000,24500,62400,93600,70200,62400,85800,58050,94600,146200,133300,64500,177,155,127,107,101,96,84,71,56,36,29,30,31,32,38,32,34,40,35,32,13,481,449,430,399,379,335,258,194,165
85983145,Купальник раздельный женский большие размеры ,Женщинам/Пляжная мода/Купальники/Раздельный купальник,Delyamer swim,ИП Медведев А Л,"синий,белый",427,0,1140,2570,2619,2328,2522.6514,654,1649814,1649814,"54993,8",0,0,https://www.wildberries.ru/catalog/85983145/detail.aspx,https://basket-05.wb.ru/vol859/part85983/85983145/images/c246x328/1.jpg,30,30,"21,8",5,47,2570,0,4850,23,1979,1,89,11,2,"21,8",Китай,Женский,2022-06-05,2022-05-19,4,0,1,"4,8",90,Белье / Раздельный купальник,42,38,17,19,22,21,18,19,21,18,24,15,20,28,23,22,18,19,27,25,45,34,32,9,3,38,25,20,21,15,15,21,44523,49761,57618,54999,47142,49761,54999,47142,62856,39285,52380,73332,60237,57618,47142,49761,62856,58200,104760,79152,74496,20952,6984,88464,65475,52380,54999,39285,39285,53970,412,399,389,376,368,385,369,545,522,508,498,473,460,534,523,508,486,470,427,398,377,373,376,340,416,404,391,440,439,427
150092240,Купальник слитный спортивный с утяжкой для плавания бассейна,Женщинам/Пляжная мода/Купальники/Слитный купальник,M.F.D.Style,ИП Соколов Петр Петрович,,969,0,291,1995,2412,1995,2241.9233,717,1607459,"6027971,25","53581,9667","4420512,25","73,3333",https://www.wildberries.ru/catalog/150092240/detail.aspx,https://basket-10.wb.ru/vol1500/part150092/150092240/images/c246x328/1.jpg,8,6,"89,625",5,81,1995,0,10500,23,1536,0,90,4307,1,"23,9",,,2023-03-07,1970-01-01,0,0,0,0,0,Белье / Слитный купальник,46,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,696,5,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11240,1561824,10800,12960,8640,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,700,695,689,684,949,970,969
66322406,Купальник женский раздельный пляжный,Женщинам/Пляжная мода/Купальники/Раздельный купальник,DETACHED,ИП Побат Никита Олегович,"леопардовый,черный,розовый,белый",864,0,280,2039,2219,2039,2046.163,779,1593961,1593961,"53132,0333",0,0,https://www.wildberries.ru/catalog/66322406/detail.aspx,https://basket-04.wb.ru/vol663/part66322/66322406/images/c246x328/1.jpg,30,30,"25,9667",5,66,2039,0,5999,23,1570,1,89,19,2,"25,9667",Россия,Женский,2022-04-07,2022-04-19,7,0,0,"4,5",80,Белье / Раздельный купальник,42,38,13,18,26,16,14,30,32,16,7,15,18,13,33,38,35,26,36,25,37,47,35,30,11,16,11,38,33,52,25,33,28847,39942,53014,32624,28546,61170,65248,32624,14273,30585,36702,26507,67287,77482,71365,53014,73404,50975,75443,95833,71365,61170,22429,32624,22429,77482,67287,106028,50975,67287,384,369,380,370,449,424,395,383,538,529,565,632,611,624,596,579,549,633,602,553,622,601,587,808,985,957,937,894,886,864
88139035,"Купальник женский летний для девочки слитный, с чашечками",Женщинам/Пляжная мода/Купальники/Слитный купальник,SunLove,ИП Пытько Никита Сергеевич,,627,0,396,3341,3341,3212,3289.3453,472,1552571,1552571,"51752,3667",0,0,https://www.wildberries.ru/catalog/88139035/detail.aspx,https://basket-05.wb.ru/vol881/part88139/88139035/images/c246x328/1.jpg,30,30,"15,7333",4,48,3341,0,6425,24,2539,1,90,26,2,"15,7333",Китай,Женский,2022-06-13,2022-06-15,7,0,0,"4,3",67,Белье / Слитный купальник,46,41,17,18,14,15,13,7,17,10,10,7,13,4,11,5,13,15,4,7,7,16,40,35,17,10,25,33,26,28,23,12,54604,57816,44968,48180,41756,22484,54604,32120,32120,22484,41756,12848,35332,16060,41756,48180,13364,23387,23387,53456,133640,116935,56797,33410,83525,110253,86866,93548,76843,40092,204,195,188,176,169,168,158,153,148,154,147,157,148,148,141,133,135,132,129,463,418,385,363,746,725,694,675,650,632,627
29444080,Купальник женский раздельный пляжный для бассейна пушап,Женщинам/Пляжная мода/Купальники/Раздельный купальник,Miss Nude,ИП Житкова Анастасия Михайловна,черный,465,0,2998,2677,2677,2261,2360.5062,648,1529608,1529608,"50986,9333",0,0,https://www.wildberries.ru/catalog/29444080/detail.aspx,https://basket-03.wb.ru/vol294/part29444/29444080/images/c246x328/1.jpg,30,30,"21,6",4,55,2677,0,5950,23,2061,1,89,32,2,"21,6",Китай,Женский,2021-05-29,2021-06-01,11,0,1,"4,3",97,Белье / Раздельный купальник,42,38,27,19,31,16,24,11,18,12,11,17,27,29,34,24,27,30,24,24,31,22,35,16,6,12,11,25,28,29,16,12,61047,42959,70091,36176,54264,24871,40698,27132,24871,38437,61047,65569,76874,54264,61047,67830,54264,54264,70091,49742,79135,42832,16062,32124,29447,66925,74956,77633,42832,32124,351,345,321,313,297,296,280,274,306,291,266,243,218,277,254,225,207,223,203,188,161,158,311,317,510,494,474,455,449,465
12147325,Купальник раздельный женский со шнуровкой,Женщинам/Пляжная мода/Купальники/Раздельный купальник,MIYAMI,ИП Соломянников Дмитрий Евгеньевич,"молочный,кремовый",276,0,986,2161,2799,2161,2327.8615,650,1513110,1513110,50437,0,0,https://www.wildberries.ru/catalog/12147325/detail.aspx,https://basket-01.wb.ru/vol121/part12147/12147325/images/c246x328/1.jpg,30,30,"21,6667",5,78,2161,0,9827,23,1664,1,89,18,2,"21,6667",,Женский,2020-06-09,2020-06-20,8,0,0,"4,5",90,Белье / Раздельный купальник,42,38,10,8,10,9,8,14,18,5,14,7,11,10,12,15,11,8,41,42,27,36,44,19,21,36,47,26,31,36,49,25,27990,22392,27990,25191,22392,39186,50382,13995,39186,19593,30789,27990,33588,41985,30789,22392,88601,90762,58347,77796,95084,41059,45381,77796,101567,56186,66991,77796,105889,54025,588,585,575,570,567,558,543,542,535,531,523,519,670,659,651,648,607,566,618,578,533,525,500,465,419,396,364,333,289,276
27772106,Купальник слитный женский сплошной закрытый утягивающий спортивный для бассейна пляжная мода,Женщинам/Пляжная мода/Купальники/Слитный купальник,Delyamer swim,ИП Петренко Галина Ивановна,"черный,белый",385,1,3578,2335,2802,2335,2512.6824,595,1495046,1495046,"49834,8667",0,0,https://www.wildberries.ru/catalog/27772106/detail.aspx,https://basket-02.wb.ru/vol277/part27772/27772106/images/c246x328/1.jpg,30,30,"19,8333",5,55,2335,0,5190,23,1798,1,90,28,2,"19,8333",Китай,Женский,2021-05-08,2021-05-13,4,0,1,"4,8",100,Белье / Слитный купальник,46,41,25,15,21,24,16,10,27,22,15,24,16,18,32,22,29,17,23,21,23,13,37,24,4,5,27,13,7,18,24,23,64875,38925,54495,62280,41520,25950,70065,57090,38925,62280,41520,43902,78048,53658,70731,41463,56097,51219,56097,31707,90243,58536,9756,12195,75654,36426,19614,42030,56040,53705,467,460,441,418,409,449,429,481,471,453,443,427,398,406,373,359,336,350,338,335,380,359,355,359,368,367,373,418,406,385
55205147,Купальник сплошной с открытой спиной,Женщинам/Пляжная мода/Купальники/Слитный купальник,Sheldi,ИП Шеленина Юлия Анатольевна,черный,255,2,510,2696,2696,2696,2696.0,549,1480104,"1531142,069","49336,8","51038,069","3,3333",https://www.wildberries.ru/catalog/55205147/detail.aspx,https://basket-04.wb.ru/vol552/part55205/55205147/images/c246x328/1.jpg,29,29,"18,931",5,14,2696,0,3135,23,2075,1,90,63,2,"18,3",Китай,Женский,2021-12-27,2022-01-27,10,0,0,"4,5",83,Белье / Слитный купальник,46,41,27,15,27,18,11,25,26,20,18,15,21,15,22,21,18,17,28,10,11,19,35,21,9,19,27,17,4,0,15,18,72792,40440,72792,48528,29656,67400,70096,53920,48528,40440,56616,40440,59312,56616,48528,45832,75488,26960,29656,51224,94360,56616,24264,51224,72792,45832,10784,0,40440,48528,391,384,367,353,353,347,329,306,296,292,276,300,286,278,268,257,236,257,253,249,220,216,213,201,186,188,199,0,247,255
44578715,Слитный Купальник,Женщинам/Пляжная мода/Купальники/Слитный купальник,BY TATYANA DMITRIYEVA,ИП Дмитриева,"черный,белый",853,0,478,3000,3000,3000,3000.0,490,1470000,1470000,49000,0,0,https://www.wildberries.ru/catalog/44578715/detail.aspx,https://basket-04.wb.ru/vol445/part44578/44578715/images/c246x328/1.jpg,30,30,"16,3333",5,40,3000,0,5000,24,2280,1,90,49,2,"16,3333",Россия,Женский,2021-11-02,2021-11-07,4,0,1,"4,5",83,Белье / Слитный купальник,46,41,10,12,7,8,10,16,17,23,14,17,13,11,22,20,16,22,20,16,20,36,15,7,14,8,23,20,21,12,27,13,30000,36000,21000,24000,30000,48000,51000,69000,42000,51000,39000,33000,66000,60000,48000,66000,60000,48000,60000,108000,45000,21000,42000,24000,69000,60000,63000,36000,81000,39000,319,313,311,312,424,748,736,715,704,693,688,674,660,639,847,831,816,811,795,764,751,803,796,792,764,755,737,879,860,853
75850366,Купальник раздельный женский корректирующий бразилиана,Женщинам/Пляжная мода/Купальники/Раздельный купальник,Delyamer swim,ИП Медведев А Л,белый,161,2,1336,3090,3090,2626,2705.7811,539,1458416,1458416,"48613,8667",0,0,https://www.wildberries.ru/catalog/75850366/detail.aspx,https://basket-05.wb.ru/vol758/part75850/75850366/images/c246x328/1.jpg,30,30,"17,9667",5,40,3090,0,5150,24,2348,1,89,41,2,"17,9667",Китай,Женский,2022-05-29,2022-04-13,4,0,1,"4,4",87,Белье / Раздельный купальник,42,38,23,16,22,18,13,23,31,19,12,25,16,20,9,25,28,27,17,20,21,17,23,12,10,11,15,15,12,14,8,17,60398,42016,57772,47268,34138,60398,81406,49894,31512,65650,42016,52520,23634,65650,73528,70902,44642,52520,55146,44642,60398,31512,28840,31724,46350,46350,37080,43260,24720,52530,315,307,291,278,267,263,236,243,235,221,217,209,218,244,219,198,193,181,172,163,162,156,153,154,168,167,166,167,167,161
74470557,"Купальник слитный летний спортивный, для бассейна",Женщинам/Пляжная мода/Купальники/Слитный купальник,EAZYWAY,ИП Бахарева Н Н,"черный,черный графит,черный меланж,черный матовый",188,1,387,3990,3990,3511,3805.6728,382,1453767,1453767,"48458,9",0,0,https://www.wildberries.ru/catalog/74470557/detail.aspx,https://basket-05.wb.ru/vol744/part74470/74470557/images/c246x328/1.jpg,30,30,"12,7333",5,50,3990,0,7980,24,3032,1,90,29,2,"12,7333",Беларусь,Женский,2022-04-13,2022-04-20,8,0,1,"4,8",93,Белье / Слитный купальник,46,41,15,9,6,7,6,5,23,14,5,4,9,9,18,21,18,13,20,10,25,12,20,22,7,14,17,10,16,9,14,4,59850,35910,23940,27930,23940,19950,91770,55860,19950,15960,35910,35910,71820,83790,71820,51870,70220,35110,87775,42132,70220,77242,24577,49154,59687,39900,63840,35910,55860,15960,85,77,74,94,375,375,354,341,338,338,329,323,306,287,274,262,245,246,234,229,214,199,198,207,197,190,182,181,176,188
112978447,Слитный Купальник,Женщинам/Пляжная мода/Купальники/Слитный купальник,BY TATYANA DMITRIYEVA,ИП Дмитриева,леопардовый,566,0,1250,3500,3500,3500,3500.0,405,1417500,1417500,47250,0,0,https://www.wildberries.ru/catalog/112978447/detail.aspx,https://basket-08.wb.ru/vol1129/part112978/112978447/images/c246x328/1.jpg,30,30,"13,5",5,30,3500,0,5000,24,2660,1,90,58,2,"13,5",Россия,Женский,2022-07-20,2021-11-16,6,0,1,"4,5",77,Белье / Слитный купальник,46,41,11,10,18,20,11,15,15,4,16,10,19,11,8,16,9,21,25,13,16,12,14,11,5,12,19,9,9,18,13,15,38500,35000,63000,70000,38500,52500,52500,14000,56000,35000,66500,38500,28000,56000,31500,73500,87500,45500,56000,42000,49000,38500,17500,42000,66500,31500,31500,63000,45500,52500,558,550,533,516,644,689,679,679,663,655,639,631,629,621,675,660,638,633,624,620,610,612,608,600,587,590,590,580,572,566
36086948,Раздельный купальник пуш ап,Женщинам/Пляжная мода/Купальники/Раздельный купальник,Chik Chik,ИП Южакова Евгения Васильевна,"розовый,розовый фламинго,розовый неон,розово-пурпурный,розовая фуксия",131,0,684,3120,3120,3100,3101.8062,454,1408220,"1456779,3103","46940,6667","48559,3103","3,3333",https://www.wildberries.ru/catalog/36086948/detail.aspx,https://basket-03.wb.ru/vol360/part36086/36086948/images/c246x328/1.jpg,29,30,"15,3103",5,50,3120,0,6240,24,2371,1,89,22,2,"15,1333",Китай,Женский,2021-08-09,2021-08-12,8,0,1,"4,5",97,Белье / Раздельный купальник,42,38,12,7,9,4,6,5,6,10,15,7,17,8,15,29,18,19,17,18,18,27,23,24,1,15,19,22,22,20,18,23,37200,21700,27900,12400,18600,15500,18600,31000,46500,21700,52700,24800,46500,89900,55800,58900,52700,55800,55800,83700,71300,74400,3100,46500,58900,68200,68200,62000,56160,71760,13,14,13,12,10,8,1,0,428,420,405,395,382,354,332,314,295,286,274,249,227,206,211,208,191,181,156,146,137,131
27781334,Купальник женский раздельный спортивный для бассейна,Женщинам/Пляжная мода/Купальники/Раздельный купальник,SEBOWEL,ИП Мушников Ма,черный,227,1,837,2508,2772,2508,2750.3905,507,1394448,1394448,"46481,6",0,0,https://www.wildberries.ru/catalog/27781334/detail.aspx,https://basket-02.wb.ru/vol277/part27781/27781334/images/c246x328/1.jpg,30,30,"16,9",4,62,2508,0,6600,23,1931,1,89,102,2,"16,9",Китай,Женский,2021-05-17,2021-06-09,4,0,0,"4,1",87,Белье / Раздельный купальник,42,38,25,22,13,16,16,22,37,21,9,12,18,13,12,24,7,12,17,19,13,20,18,12,3,4,27,27,11,28,14,15,69300,60984,36036,44352,44352,60984,102564,58212,24948,33264,49896,36036,33264,66528,19404,33264,47124,52668,36036,55440,49896,33264,8316,11088,74844,74844,29040,73920,36960,37620,154,151,148,142,130,110,87,71,67,66,63,60,56,44,41,36,33,23,22,27,22,16,32,295,270,253,253,227,226,227
88134354,Купальник женский раздельный для бассейна с шортами летний ,Женщинам/Пляжная мода/Купальники/Раздельный купальник,SunLove,ИП Пытько Никита Сергеевич,,816,1,234,3501,3704,3501,3566.0641,390,1390765,1390765,"46358,8333",0,0,https://www.wildberries.ru/catalog/88134354/detail.aspx,https://basket-05.wb.ru/vol881/part88134/88134354/images/c246x328/1.jpg,30,30,13,4,14,3501,0,4071,24,2660,1,89,62,2,13,Китай,Женский,2022-06-15,2022-06-18,6,0,0,"4,5",73,Белье / Раздельный купальник,42,38,9,21,18,20,12,13,20,20,15,19,14,13,17,16,14,14,18,23,10,7,6,8,3,6,8,7,11,8,10,10,31509,73521,63018,70020,42012,45513,70020,70020,52515,66519,49014,45513,59517,56016,49014,49014,66672,85192,37040,25928,22224,29632,11112,22224,29632,25928,40744,29632,37040,35010,933,923,909,894,890,880,865,848,840,834,825,821,817,811,808,804,791,776,780,778,784,796,811,818,819,818,815,811,816,816
81263487,Купальник женский раздельные 3 в 1 бикини с высокой посадкой,Женщинам/Пляжная мода/Купальники/Раздельный купальник,Sam Alex’s Jeans,ИП Тетерин Александр Александрович,"зеленый,розовый,белый,изумрудно-зеленый,изумрудный",417,0,1412,2627,2627,2272,2442.9167,564,1377805,1377805,"45926,8333",0,0,https://www.wildberries.ru/catalog/81263487/detail.aspx,https://basket-05.wb.ru/vol812/part81263/81263487/images/c246x328/1.jpg,30,30,"18,8",5,63,2627,0,7100,23,2022,1,89,34,2,"18,8",Китай,Женский,2022-05-19,2022-05-23,7,0,1,"4,5",90,Белье / Раздельный купальник,42,38,14,12,14,23,11,12,19,16,18,18,17,14,19,29,21,14,29,22,24,23,31,23,8,25,33,16,16,18,9,16,35784,30672,34272,58788,28116,30672,48564,40896,46008,46008,43452,35784,48564,74124,53676,35784,65888,49984,54528,52256,70432,52256,18176,56800,74976,36352,42032,47286,23643,42032,240,234,416,399,395,584,577,564,556,542,529,520,508,479,463,455,430,415,515,482,449,429,422,405,381,420,423,413,418,417
79708672,Купальник женский раздельный бикини,Женщинам/Пляжная мода/Купальники/Раздельный купальник,Semer_Store,ИП Семернина Д С,белый,118,0,492,2050,2750,1700,2286.1897,601,1374000,1374000,45800,0,0,https://www.wildberries.ru/catalog/79708672/detail.aspx,https://basket-05.wb.ru/vol797/part79708/79708672/images/c246x328/1.jpg,30,30,"20,0333",4,59,2050,0,5000,23,1578,1,89,6146,1,"20,0333",Китай,Женский,2022-05-13,2022-05-21,4,0,1,"4,3",80,Белье / Раздельный купальник,42,38,15,19,15,64,44,17,16,13,12,11,15,11,14,9,9,6,13,8,11,7,9,18,20,16,36,32,42,45,27,27,36750,46550,36750,108800,107800,41650,39200,31850,29400,26950,36750,30250,38500,24750,24750,16500,35750,22000,30250,19250,23400,42300,47000,37600,84600,65600,86100,92250,55350,55350,282,269,262,195,145,131,120,105,96,90,76,68,57,54,50,51,48,40,33,29,22,383,356,341,306,275,230,177,149,118
87682147,Купальник слитный  пуш ап женский ,Женщинам/Пляжная мода/Купальники/Слитный купальник,Hues_boutique_trend,Степанов П. А,черный,407,232,784,2640,2640,2200,2460.3136,558,1372855,1372855,"45761,8333",0,0,https://www.wildberries.ru/catalog/87682147/detail.aspx,https://basket-05.wb.ru/vol876/part87682/87682147/images/c246x328/1.jpg,30,30,"18,6",5,52,2640,0,5500,17,2191,1,90,40,2,"18,6",Китай,Женский,2022-06-19,2022-06-23,6,0,1,"4,6",87,Белье / Слитный купальник,46,41,22,32,28,22,21,12,20,21,23,19,9,19,16,29,20,22,29,14,17,25,17,8,2,3,12,21,23,16,15,21,52030,75680,69300,54450,51975,29700,49500,51975,56925,47025,22275,47025,39600,71775,49500,54450,71775,34650,42075,61875,42075,19800,4950,7425,29700,46200,51865,42240,39600,55440,161,143,124,107,100,109,95,90,82,89,97,168,294,268,267,237,234,234,228,258,251,306,383,392,383,381,390,416,410,407
75220106,Купальник раздельный женский утягивающий высокая посадка,Женщинам/Пляжная мода/Купальники/Раздельный купальник,Delyamer swim,ИП Медведев А Л,черный,42,0,362,3596,3596,2542,2786.8041,485,1351600,1351600,"45053,3333",0,0,https://www.wildberries.ru/catalog/75220106/detail.aspx,https://basket-05.wb.ru/vol752/part75220/75220106/images/c246x328/1.jpg,30,30,"16,1667",5,42,3596,0,6200,24,2732,1,89,40,2,"16,1667",Китай,Женский,2022-04-24,2022-04-27,5,0,1,"4,6",90,Белье / Раздельный купальник,42,38,29,15,26,26,26,18,18,19,16,19,11,10,27,12,16,18,23,9,14,21,10,13,12,12,17,11,12,16,5,4,73718,38130,66092,66092,66092,45756,45756,48298,40672,53010,30690,27900,75330,33480,44640,50220,64170,25110,39060,58590,27900,36270,35712,35712,50592,39556,43152,57536,17980,14384,181,174,146,123,106,112,95,81,76,67,65,58,47,40,42,27,15,25,22,10,8,8,11,11,2,8,7,13,31,42
37174351,Купальник слитный для бассейна,Женщинам/Пляжная мода/Купальники/Слитный купальник,Louis Nesta,ИП Лефанова Ольга Юрьевна,черный,1807,0,911,2655,2655,2000,2539.6286,525,1333305,1333305,"44443,5",0,0,https://www.wildberries.ru/catalog/37174351/detail.aspx,https://basket-03.wb.ru/vol371/part37174/37174351/images/c246x328/1.jpg,30,30,"17,5",4,41,2655,0,4500,23,2044,1,90,67,2,"17,5",Китай,Женский,2021-08-13,2021-08-15,11,0,0,"4,3",87,Белье / Слитный купальник,46,41,16,23,26,15,10,17,19,21,11,17,25,16,21,19,23,15,21,6,12,17,17,11,16,17,23,23,22,31,6,9,32000,46000,52000,35400,23600,40120,44840,55755,29205,45135,66375,42480,55755,50445,61065,39825,55755,15930,31860,45135,45135,29205,42480,45135,61065,61065,58410,82305,15930,23895,630,633,622,622,633,630,620,610,616,609,589,581,570,568,556,556,549,557,563,567,558,563,563,862,849,834,820,799,1460,1807
46414194,Слитный Купальник,Женщинам/Пляжная мода/Купальники/Слитный купальник,BY TATYANA DMITRIYEVA,ИП Дмитриева,синий,36,0,1250,3500,3500,3500,3500.0,370,1295000,1295000,"43166,6667",0,0,https://www.wildberries.ru/catalog/46414194/detail.aspx,https://basket-04.wb.ru/vol464/part46414/46414194/images/c246x328/1.jpg,30,30,"12,3333",5,30,3500,0,5000,24,2660,1,90,125,2,"12,3333",Россия,Женский,2021-12-04,2021-11-16,8,0,0,"4,5",80,Белье / Слитный купальник,46,41,14,21,12,13,13,12,21,17,13,16,16,11,18,10,9,14,18,8,16,10,13,7,4,8,12,7,9,7,14,7,49000,73500,42000,45500,45500,42000,73500,59500,45500,56000,56000,38500,63000,35000,31500,49000,63000,28000,56000,35000,45500,24500,14000,28000,42000,24500,31500,24500,49000,24500,247,235,230,218,210,206,185,174,165,155,143,132,117,112,106,99,80,83,75,68,57,58,60,56,48,44,36,38,32,36
